COUNTY|MUNICIPALITY|W/P|CG|SS|SR|CC|D|G|R|U|AL|L|S|TOTAL|
AND|LEWISTON|5-1|2|21|61|1|912|120|183|870|0|1|0|2086|
AND|LEWISTON|6-1|2|21|58|3|1087|165|882|934|0|1|0|3069|
AND|LEWISTON|6-1|2|21|61|1|216|28|100|151|0|0|0|495|
AND|LEWISTON|6-1|2|21|61|3|103|11|57|67|0|0|0|238|
AND|LEWISTON|7-1|2|21|58|1|341|51|212|264|0|0|0|868|
AND|LEWISTON|7-1|2|21|61|1|921|137|540|950|0|0|0|2548|
AND|LISBON|1-1|2|22|56|4|867|108|1033|1311|0|0|0|3319|
AND|LISBON|2-1|2|22|56|4|868|114|1009|1359|0|1|0|3351|
AND|LIVERMORE|1-1|2|18|74|7|338|43|300|300|0|0|0|981|
AND|LIVERMORE|1-1|2|18|75|7|244|48|303|307|0|0|0|902|
AND|LIVERMORE FALLS|1-1|2|18|74|7|600|111|419|780|0|0|0|1910|
AND|MECHANIC FALLS|1-1|2|20|72|6|528|106|587|853|0|0|0|2074|
AND|MINOT|1-1|2|20|64|7|477|127|689|780|0|1|0|2074|
AND|POLAND|1-1|2|20|65|6|647|137|742|944|0|2|0|2472|
AND|POLAND|1-1|2|20|66|6|493|122|585|742|0|0|0|1942|
AND|SABATTUS|1-1|2|22|57|4|1092|204|1075|1499|0|0|0|3870|
AND|TURNER|1-1|2|22|75|7|1049|126|1511|1668|0|0|0|4354|
AND|WALES|1-1|2|22|82|4|202|66|369|431|0|0|0|1068|
ARO|ALLAGASH|1-1|2|1|151|3|99|5|63|89|0|0|0|256|
ARO|AMITY|1-1|2|2|144|1|29|2|62|63|0|0|0|156|
ARO|ASHLAND|1-1|2|1|151|2|253|6|213|410|0|0|0|882|
ARO|BENEDICTA TWP|1-1|2|2|144|1|26|3|46|70|0|0|0|145|
ARO|BLAINE|1-1|2|2|146|1|97|19|249|175|0|0|0|540|
ARO|BRIDGEWATER|1-1|2|2|145|1|84|22|161|117|0|0|0|384|
ARO|CARIBOU|1-1|2|1|149|2|1600|206|1733|2014|0|3|0|5556|
ARO|CARY PLT|1-1|2|2|144|1|13|18|84|25|0|0|0|140|
ARO|CASTLE HILL|1-1|2|1|146|2|61|17|123|109|0|0|0|310|
ARO|CASWELL|1-1|2|1|148|3|92|11|43|61|0|0|0|207|
ARO|CHAPMAN|1-1|2|2|146|2|90|14|113|125|0|0|0|342|
ARO|CONNOR TWP|1-1|2|1|148|3|84|15|68|132|0|0|0|299|
ARO|CROSS LAKE TWP (T17 R5)|1-1|2|1|150|3|55|15|47|22|0|0|0|139|
ARO|CRYSTAL|1-1|2|2|145|1|29|10|84|69|0|0|0|192|
ARO|CYR PLT|1-1|2|1|148|3|27|6|24|10|0|0|0|67|
ARO|DYER BROOK|1-1|2|2|145|1|36|9|79|65|0|0|0|189|
ARO|EAGLE LAKE|1-1|2|1|151|3|322|20|111|211|0|0|0|664|
ARO|EASTON|1-1|2|2|148|1|234|35|359|286|0|0|0|914|
ARO|FORT FAIRFIELD|1-1|2|2|148|1|780|104|679|785|0|0|0|2348|
ARO|FORT KENT|1-1|2|1|151|3|28|3|16|14|0|0|0|61|
ARO|FORT KENT|1-2|2|1|151|3|81|3|43|56|0|0|0|183|
ARO|FORT KENT|1-3|2|1|151|3|139|6|87|107|0|0|0|339|
ARO|FORT KENT|1-4|2|1|151|3|1191|47|466|739|0|0|0|2443|
ARO|FORT KENT|2-1|2|1|151|2|5|0|1|1|0|0|0|7|
ARO|FRENCHVILLE|1-1|2|1|150|3|423|42|116|229|0|0|0|810|
ARO|GARFIELD PLT|1-1|2|1|151|2|9|2|31|21|0|0|0|63|
ARO|GLENWOOD PLT|1-1|2|2|144|1|4|0|0|2|0|0|0|6|
ARO|GRAND ISLE|1-1|2|1|150|3|201|18|37|73|0|0|0|329|
ARO|HAMLIN|1-1|2|1|148|3|57|1|29|40|0|0|0|127|
ARO|HAMMOND|1-1|2|2|145|1|9|1|24|32|0|0|0|66|
ARO|HAYNESVILLE|1-1|2|2|144|1|26|3|23|48|0|0|0|100|
ARO|HERSEY|1-1|2|2|145|1|6|1|29|21|0|0|0|57|
ARO|HODGDON|1-1|2|2|144|1|171|28|404|330|0|0|0|933|
ARO|HOULTON|1-1|2|2|144|1|814|142|1298|1389|0|0|0|3643|
ARO|ISLAND FALLS|1-1|2|2|145|1|145|18|204|184|0|0|0|551|
ARO|LIMESTONE|1-1|2|1|148|3|571|72|400|794|0|1|0|1838|
ARO|LINNEUS|1-1|2|2|145|1|87|17|268|313|0|0|0|685|
ARO|LITTLETON|1-1|2|2|145|1|110|10|240|268|0|0|0|628|
ARO|LUDLOW|1-1|2|2|145|1|50|14|108|151|0|0|0|323|
ARO|MACWAHOC PLT|1-1|2|2|144|1|20|9|14|9|0|0|0|52|
ARO|MADAWASKA|1-1|2|1|150|3|1703|98|450|790|0|0|0|3041|
ARO|MADAWASKA LAKE|1-1|2|1|150|3|38|4|54|26|0|0|0|122|
ARO|MAPLETON|1-1|2|1|146|2|98|28|125|123|0|0|0|374|
ARO|MAPLETON|1-2|2|1|146|2|32|7|91|62|0|0|0|192|
ARO|MAPLETON|1-3|2|1|146|2|181|48|370|239|0|0|0|838|
ARO|MARS HILL|1-1|2|2|146|1|180|24|434|354|0|0|0|992|
ARO|MASARDIS|1-1|2|1|151|2|37|9|53|73|0|0|0|172|
ARO|MERRILL|1-1|2|2|145|1|34|5|49|58|0|0|0|146|
ARO|MONTICELLO|1-1|2|2|145|1|108|14|232|235|0|0|0|589|
ARO|MORO PLT|1-1|2|2|145|1|3|2|18|18|0|0|0|41|
ARO|NASHVILLE PLT|1-1|2|1|151|3|12|1|6|11|0|0|0|30|
ARO|NEW CANADA|1-1|2|1|151|3|88|8|43|56|0|0|0|195|
ARO|NEW LIMERICK|1-1|2|2|145|1|77|5|209|134|0|0|0|425|
ARO|NEW SWEDEN|1-1|2|1|149|3|111|12|166|209|0|1|0|499|
ARO|OAKFIELD|1-1|2|2|145|1|123|25|188|232|0|0|0|568|
ARO|ORIENT|1-1|2|2|144|1|21|1|39|50|0|0|0|111|
ARO|OXBOW NORTH TWP|1-1|2|1|151|1|9|1|28|13|0|0|0|51|
ARO|PERHAM|1-1|2|1|146|3|73|21|122|110|0|0|0|326|
ARO|PORTAGE LAKE|1-1|2|1|151|3|96|14|90|102|0|0|0|302|
ARO|PRESQUE ISLE|1-10|2|2|147|2|176|25|202|188|0|0|0|591|
ARO|PRESQUE ISLE|1-11|2|2|147|2|125|18|113|167|0|0|0|423|
ARO|PRESQUE ISLE|1-12|2|2|147|2|207|33|145|219|0|0|0|604|
ARO|PRESQUE ISLE|1-13|2|2|147|2|133|16|126|182|0|0|0|457|
ARO|PRESQUE ISLE|1-14|2|2|147|2|68|13|61|104|0|0|0|246|
ARO|PRESQUE ISLE|1-15|2|2|147|2|76|12|68|126|0|0|0|282|
ARO|PRESQUE ISLE|1-16|2|2|147|2|123|27|111|147|0|0|0|408|
ARO|PRESQUE ISLE|1-3|2|2|147|2|10|5|21|18|0|0|0|54|
ARO|PRESQUE ISLE|1-4|2|2|147|2|1|0|0|0|0|0|0|1|
ARO|PRESQUE ISLE|1-4|2|2|148|2|15|3|41|24|0|0|0|83|
ARO|PRESQUE ISLE|1-5|2|2|147|2|62|5|115|63|0|0|0|245|
ARO|PRESQUE ISLE|1-5|2|2|148|2|83|7|159|125|0|1|0|375|
ARO|PRESQUE ISLE|1-6|2|2|147|2|112|16|148|149|0|0|0|425|
ARO|PRESQUE ISLE|1-7|2|2|147|2|133|18|151|143|0|0|0|445|
ARO|PRESQUE ISLE|1-8|2|2|147|2|232|32|316|281|0|0|0|861|
ARO|PRESQUE ISLE|1-9|2|2|147|2|130|20|128|169|0|0|0|447|
ARO|PRESQUE ISLE|2-17|2|2|147|2|124|27|84|174|0|0|0|409|
ARO|PRESQUE ISLE|2-4|2|2|147|2|30|4|85|55|0|0|0|174|
ARO|PRESQUE ISLE|2-4|2|2|148|2|5|1|6|6|0|0|0|18|
ARO|PRESQUE ISLE|2-5|2|2|147|2|54|10|49|68|0|0|0|181|
ARO|REED PLT|1-1|2|2|144|1|18|6|42|48|0|0|0|114|
ARO|SAINT AGATHA|1-1|2|1|150|3|351|38|112|168|0|0|0|669|
ARO|SAINT FRANCIS|1-1|2|1|151|3|188|14|54|107|0|0|0|363|
ARO|SAINT JOHN PLT|1-1|2|1|151|3|120|5|29|78|0|0|0|232|
ARO|SHERMAN|1-1|2|2|145|1|83|22|263|236|0|0|0|604|
ARO|SILVER RIDGE TWP|1-1|2|2|144|1|6|3|31|24|0|0|0|64|
ARO|SINCLAIR|1-1|2|1|150|3|114|22|39|63|0|0|0|238|
ARO|SMYRNA|1-1|2|2|145|1|51|3|53|88|0|0|0|195|
ARO|STOCKHOLM|1-1|2|1|148|3|89|9|69|62|0|0|0|229|
ARO|VAN BUREN|1-1|2|1|150|3|710|46|187|424|0|0|0|1367|
ARO|WADE|1-1|2|1|146|3|53|13|84|63|0|0|0|213|
ARO|WALLAGRASS|1-1|2|1|151|3|193|12|53|126|0|0|0|384|
ARO|WASHBURN|1-1|2|1|146|2|273|23|395|338|0|0|0|1029|
ARO|WESTFIELD|1-1|2|2|146|2|101|26|142|153|0|0|0|422|
ARO|WESTMANLAND|1-1|2|1|149|3|10|6|25|20|0|0|0|61|
ARO|WESTON|1-1|2|2|144|1|57|9|91|90|0|0|0|247|
ARO|WINTERVILLE PLT|1-1|2|1|151|3|80|18|39|57|0|0|0|194|
ARO|WOODLAND|1-1|2|1|146|3|214|37|353|331|0|0|0|935|
CUM|BALDWIN|1-1|1|26|68|1|267|66|521|455|0|0|0|1309|
CUM|BRIDGTON|1-1|1|19|69|1|1229|273|1401|1569|0|1|0|4473|
CUM|BRUNSWICK|1-1|1|24|50|3|42|3|53|48|0|0|0|146|
CUM|BRUNSWICK|1-1|1|24|51|3|248|34|246|282|0|0|0|810|
CUM|BRUNSWICK|1-2|1|24|50|3|156|15|112|155|0|0|0|438|
CUM|BRUNSWICK|1-2|1|24|51|3|206|38|186|245|0|0|0|675|
CUM|BRUNSWICK|2-1|1|24|49|3|112|2|50|70|0|0|0|234|
CUM|BRUNSWICK|2-1|1|24|50|3|143|9|45|92|0|0|0|289|
CUM|BRUNSWICK|2-2|1|24|50|3|1200|52|409|728|0|0|0|2389|
CUM|BRUNSWICK|3-1|1|24|49|3|536|54|349|526|0|0|0|1465|
CUM|BRUNSWICK|3-2|1|24|49|3|432|38|231|393|0|0|0|1094|
CUM|BRUNSWICK|4-1|1|24|49|3|328|36|238|325|0|0|0|927|
CUM|BRUNSWICK|4-2|1|24|49|3|600|54|314|500|0|0|0|1468|
CUM|BRUNSWICK|5-1|1|24|50|3|136|14|83|107|0|0|0|340|
CUM|BRUNSWICK|5-2|1|24|50|3|896|98|518|809|0|0|0|2321|
CUM|BRUNSWICK|6-1|1|24|49|3|0|0|0|0|0|0|0|0|
CUM|BRUNSWICK|6-1|1|24|50|3|0|0|0|1|0|0|0|1|
CUM|BRUNSWICK|6-2|1|24|49|3|561|70|186|452|0|0|0|1269|
CUM|BRUNSWICK|6-2|1|24|50|3|865|53|192|527|0|0|0|1637|
CUM|BRUNSWICK|7-1|1|24|49|3|0|0|0|0|0|0|0|0|
CUM|BRUNSWICK|7-1|1|24|50|3|0|0|0|0|0|0|0|0|
CUM|BRUNSWICK|7-2|1|24|49|3|884|61|393|494|0|1|0|1833|
CUM|BRUNSWICK|7-2|1|24|50|3|1081|58|117|503|0|0|0|1759|
CUM|CAPE ELIZABETH|1-1|1|29|30|4|3644|148|1830|2221|0|0|0|7843|
CUM|CAPE ELIZABETH|1-1|1|29|32|4|191|9|87|119|0|0|0|406|
CUM|CASCO|1-1|1|26|66|2|651|138|707|947|0|0|0|2443|
CUM|CASCO|1-1|1|26|67|2|171|28|220|234|0|0|0|653|
CUM|CHEBEAGUE ISLAND|1-1|1|25|47|3|170|16|85|107|0|0|0|378|
CUM|CUMBERLAND|1-1|1|25|45|3|2460|177|2149|2225|0|1|0|7012|
CUM|FALMOUTH|1-1|1|25|43|2|829|38|580|647|0|1|0|2095|
CUM|FALMOUTH|1-1|1|25|44|2|2817|144|2204|2053|1|0|0|7219|
CUM|FREEPORT|1-1|1|24|48|3|784|56|336|587|0|0|0|1763|
CUM|FREEPORT|2-1|1|24|48|3|778|51|373|573|0|0|0|1775|
CUM|FREEPORT|3-1|1|24|48|3|801|38|390|552|0|0|0|1781|
CUM|FREEPORT|4-1|1|24|48|3|680|60|401|632|0|0|0|1773|
CUM|FRYE ISLAND|1-1|1|26|67|2|31|16|48|63|0|0|0|158|
CUM|GORHAM|1-1|1|30|27|1|1361|161|1169|1060|0|1|0|3752|
CUM|GORHAM|1-2|1|30|27|1|875|135|974|982|0|0|0|2966|
CUM|GORHAM|2-1|1|30|26|1|2356|385|2041|2543|0|0|0|7325|
CUM|GRAY|1-1|1|25|45|2|281|49|276|407|0|0|0|1013|
CUM|GRAY|1-1|1|25|67|2|1427|208|1675|2172|0|1|0|5483|
CUM|HARPSWELL|1-1|1|24|51|3|666|64|450|561|0|0|0|1741|
CUM|HARPSWELL|2-1|1|24|51|3|562|41|427|544|0|0|0|1574|
CUM|HARPSWELL|3-1|1|24|51|3|289|29|257|251|0|0|0|826|
CUM|HARRISON|1-1|1|19|69|2|465|93|611|677|0|0|0|1846|
CUM|LONG ISLAND|1-1|1|25|47|3|89|8|53|59|0|0|0|209|
CUM|NAPLES|1-1|1|19|68|2|795|183|1090|1188|0|0|0|3256|
CUM|NEW GLOUCESTER|1-1|1|20|65|2|1077|279|1289|1578|0|0|0|4223|
CUM|NORTH YARMOUTH|1-1|1|24|46|3|1210|140|984|1091|0|0|0|3425|
CUM|PORTLAND|1-1|1|27|39|5|3086|260|417|1497|0|1|0|5261|
CUM|PORTLAND|1-2|1|27|38|5|306|39|54|175|0|0|0|574|
CUM|PORTLAND|1-2|1|27|39|5|1284|137|212|965|0|0|0|2598|
CUM|PORTLAND|1-2|1|27|40|5|1433|234|278|1239|0|0|0|3184|
CUM|PORTLAND|1-3|1|27|39|5|608|30|89|246|0|0|0|973|
CUM|PORTLAND|1-45|1|27|39|5|78|8|40|52|0|0|0|178|
CUM|PORTLAND|2-1|1|27|38|5|4008|388|449|2084|0|0|1|6930|
CUM|PORTLAND|2-2|1|27|38|5|717|80|114|397|0|0|0|1308|
CUM|PORTLAND|2-2|1|27|40|5|2319|288|304|1366|0|2|0|4279|
CUM|PORTLAND|3-1|1|27|37|5|112|19|26|96|0|0|0|253|
CUM|PORTLAND|3-1|1|27|40|5|166|19|28|91|0|0|0|304|
CUM|PORTLAND|3-1|1|27|41|5|980|81|145|420|0|0|1|1627|
CUM|PORTLAND|3-1|1|27|42|5|134|16|19|67|0|0|0|236|
CUM|PORTLAND|3-1|1|28|36|5|34|0|17|14|0|0|0|65|
CUM|PORTLAND|3-1|1|28|37|5|1101|105|338|679|0|0|0|2223|
CUM|PORTLAND|3-1|1|28|41|5|855|83|169|426|0|0|0|1533|
CUM|PORTLAND|3-2|1|28|37|5|2060|141|613|1122|0|1|0|3937|
CUM|PORTLAND|3-2|1|28|41|5|677|38|115|381|0|0|0|1211|
CUM|PORTLAND|4-1|1|27|36|5|232|7|70|119|0|0|0|428|
CUM|PORTLAND|4-1|1|27|42|5|2483|224|627|1481|0|0|0|4815|
CUM|PORTLAND|4-1|1|28|36|5|129|19|37|105|0|0|0|290|
CUM|PORTLAND|4-1|1|28|41|5|800|67|156|355|0|0|0|1378|
CUM|PORTLAND|4-2|1|27|36|4|33|4|12|15|0|0|0|64|
CUM|PORTLAND|4-2|1|27|36|5|608|54|200|432|0|0|0|1294|
CUM|PORTLAND|4-2|1|27|42|4|210|13|78|130|0|0|0|431|
CUM|PORTLAND|4-2|1|27|42|5|907|52|359|539|0|0|0|1857|
CUM|PORTLAND|4-2|1|27|43|4|201|19|92|144|0|0|0|456|
CUM|PORTLAND|4-2|1|28|36|5|109|4|46|33|0|0|0|192|
CUM|PORTLAND|5-1|1|28|36|5|1057|67|292|811|0|0|0|2227|
CUM|PORTLAND|5-1|1|28|37|5|120|11|49|79|0|0|0|259|
CUM|PORTLAND|5-1|1|28|41|5|916|63|141|466|0|1|0|1587|
CUM|PORTLAND|5-2|1|28|36|4|19|2|9|18|0|0|0|48|
CUM|PORTLAND|5-2|1|28|36|5|710|65|258|555|0|0|0|1588|
CUM|PORTLAND|5-2|1|28|43|4|2188|178|1074|1562|0|0|0|5002|
CUM|POWNAL|1-1|1|24|46|3|266|47|259|327|0|0|0|899|
CUM|POWNAL|1-1|1|24|48|3|172|21|143|193|0|1|0|530|
CUM|RAYMOND|1-1|1|26|66|2|836|129|873|1047|0|0|0|2885|
CUM|RAYMOND|1-1|1|26|67|2|275|46|366|340|0|1|0|1028|
CUM|SCARBOROUGH|1-1|1|29|28|1|230|17|154|241|0|0|0|642|
CUM|SCARBOROUGH|1-1|1|29|29|1|705|55|521|596|0|0|0|1877|
CUM|SCARBOROUGH|1-1|1|30|27|1|290|29|303|358|0|0|0|980|
CUM|SCARBOROUGH|1-1|1|30|28|1|2201|208|2286|2600|0|0|0|7295|
CUM|SCARBOROUGH|1-1|1|30|29|1|2203|159|1746|2268|0|0|0|6376|
CUM|SEBAGO|1-1|1|19|68|1|437|79|521|583|0|0|0|1620|
CUM|SOUTH PORTLAND|1-1|1|29|31|4|2301|177|626|1409|0|0|0|4513|
CUM|SOUTH PORTLAND|2-1|1|29|31|4|1660|134|529|1013|0|0|0|3336|
CUM|SOUTH PORTLAND|2-1|1|29|32|4|638|41|234|365|0|1|0|1279|
CUM|SOUTH PORTLAND|3-1|1|29|32|4|1106|118|438|781|0|1|1|2445|
CUM|SOUTH PORTLAND|3-1|1|29|33|4|753|75|293|600|0|1|0|1722|
CUM|SOUTH PORTLAND|4-1|1|29|32|4|1118|135|624|993|0|0|0|2870|
CUM|SOUTH PORTLAND|4-1|1|29|33|4|460|56|211|357|0|0|0|1084|
CUM|SOUTH PORTLAND|5-1|1|29|33|4|1399|161|629|1096|0|1|0|3286|
CUM|STANDISH|1-1|1|26|22|1|158|38|179|182|0|0|0|557|
CUM|STANDISH|1-1|1|26|23|1|1934|440|2275|2453|0|0|0|7102|
CUM|WESTBROOK|1-1|1|25|35|4|309|45|224|269|0|0|0|847|
CUM|WESTBROOK|1-1|1|28|34|4|599|62|285|457|0|0|0|1403|
CUM|WESTBROOK|1-1|1|28|35|4|200|24|132|196|0|0|0|552|
CUM|WESTBROOK|2-1|1|28|34|4|1152|131|553|922|0|0|0|2758|
CUM|WESTBROOK|3-1|1|28|34|4|1008|123|570|978|0|0|0|2679|
CUM|WESTBROOK|4-1|1|25|35|4|222|20|164|188|0|0|0|594|
CUM|WESTBROOK|4-1|1|28|35|4|890|98|309|702|0|0|0|1999|
CUM|WESTBROOK|5-1|1|25|35|4|890|86|584|685|0|1|0|2246|
CUM|WESTBROOK|5-1|1|28|35|4|254|20|146|194|0|0|0|614|
CUM|WINDHAM|1-1|1|26|24|2|1982|289|1943|2725|0|0|0|6939|
CUM|WINDHAM|1-1|1|26|25|2|1848|241|1839|2316|0|2|0|6246|
CUM|YARMOUTH|1-1|1|25|47|3|3201|287|1927|2327|0|0|0|7742|
FRA|AVON|1-1|2|17|112|3|90|16|106|150|0|0|0|362|
FRA|CARRABASSETT VALLEY|1-1|2|17|112|3|209|33|203|232|0|0|0|677|
FRA|CARTHAGE|1-1|2|17|112|1|111|16|112|178|0|0|0|417|
FRA|CHESTERVILLE|1-1|2|17|114|2|272|70|285|387|0|0|0|1014|
FRA|COPLIN PLT|1-1|2|17|117|3|35|8|46|41|0|0|0|130|
FRA|DALLAS PLT|1-1|2|17|117|3|60|10|82|92|0|0|0|244|
FRA|EUSTIS|1-1|2|17|117|3|146|35|209|265|0|0|0|655|
FRA|FARMINGTON|1-1|2|17|113|2|1951|372|1959|2282|0|0|0|6564|
FRA|INDUSTRY|1-1|2|17|114|3|170|29|202|276|0|0|0|677|
FRA|JAY|1-1|2|17|74|1|1221|107|845|1132|0|0|0|3305|
FRA|KINGFIELD|1-1|2|17|112|3|200|67|427|358|0|0|0|1052|
FRA|NEW SHARON|1-1|2|17|113|2|295|73|431|457|0|2|0|1258|
FRA|NEW VINEYARD|1-1|2|17|114|3|150|36|239|204|0|0|0|629|
FRA|PHILLIPS|1-1|2|17|112|3|223|45|290|414|0|0|0|972|
FRA|RANGELEY|1-1|2|17|117|3|244|75|418|437|0|0|0|1174|
FRA|RANGELEY PLT|1-1|2|17|117|3|46|10|78|61|0|0|0|195|
FRA|SANDY RIVER PLT|1-1|2|17|112|3|41|8|41|39|0|0|0|129|
FRA|STRONG|1-1|2|17|114|3|249|36|443|318|0|1|0|1047|
FRA|TEMPLE|1-1|2|17|114|1|158|26|132|157|0|0|0|473|
FRA|WELD|1-1|2|17|112|3|107|17|117|122|0|0|0|363|
FRA|WILTON|1-1|2|17|114|1|790|88|929|1091|0|1|0|2899|
HAN|AMHERST|1-1|2|7|137|1|49|6|79|81|0|0|0|215|
HAN|AURORA|1-1|2|7|137|1|14|4|41|31|0|0|0|90|
HAN|BAR HARBOR|1-1|2|7|135|3|2119|176|836|1447|0|1|0|4579|
HAN|BLUE HILL|1-1|2|7|133|1|1103|102|611|704|0|0|1|2521|
HAN|BROOKLIN|1-1|2|7|133|2|299|44|178|224|0|0|0|745|
HAN|BROOKSVILLE|1-1|2|7|133|2|335|46|208|235|0|0|0|824|
HAN|BUCKSPORT|1-1|2|8|130|2|1080|64|1177|1581|0|1|0|3903|
HAN|CASTINE|1-1|2|8|133|2|333|42|310|367|0|0|0|1052|
HAN|CRANBERRY ISLES|1-1|2|7|134|3|25|6|23|24|0|0|0|78|
HAN|CRANBERRY ISLES|2-1|2|7|134|3|43|4|15|41|0|0|0|103|
HAN|DEDHAM|1-1|2|8|131|2|368|53|495|493|0|1|0|1410|
HAN|DEER ISLE|1-1|2|7|134|2|623|59|385|652|0|0|0|1719|
HAN|EASTBROOK|1-1|2|7|137|1|68|14|127|135|0|0|0|344|
HAN|ELLSWORTH|1-1|2|7|132|1|667|89|833|744|0|0|0|2333|
HAN|ELLSWORTH|2-1|2|7|132|1|270|50|330|345|0|0|0|995|
HAN|ELLSWORTH|3-1|2|7|132|1|197|38|357|313|0|0|0|905|
HAN|ELLSWORTH|4-1|2|7|132|1|535|67|729|621|0|0|0|1952|
HAN|FRANKLIN|1-1|2|7|137|3|297|40|410|366|0|0|0|1113|
HAN|FRENCHBORO|1-1|2|7|134|3|13|3|11|19|0|0|0|46|
HAN|GOULDSBORO|1-1|2|6|136|1|411|69|565|542|0|0|0|1587|
HAN|GREAT POND|1-1|2|8|137|1|9|2|16|16|0|0|0|43|
HAN|HANCOCK|1-1|2|7|136|3|462|72|695|656|0|0|0|1885|
HAN|LAMOINE|1-1|2|7|135|3|441|65|550|454|0|0|0|1510|
HAN|MARIAVILLE|1-1|2|7|136|1|78|13|133|159|0|0|0|383|
HAN|MOUNT DESERT|1-1|2|7|135|3|550|47|267|341|0|0|0|1205|
HAN|MOUNT DESERT|1-2|2|7|135|3|240|22|191|232|0|0|0|685|
HAN|ORLAND|1-1|2|8|131|2|500|76|485|611|0|0|0|1672|
HAN|OSBORN|1-1|2|7|136|1|10|0|29|10|0|0|0|49|
HAN|OTIS|1-1|2|7|131|1|138|31|251|203|0|0|0|623|
HAN|PENOBSCOT|1-1|2|8|131|2|365|55|304|378|0|0|0|1102|
HAN|SEDGWICK|1-1|2|7|133|2|403|40|241|315|0|0|0|999|
HAN|SORRENTO|1-1|2|7|136|1|104|8|96|76|0|0|0|284|
HAN|SOUTHWEST HARBOR|1-1|2|7|134|3|598|77|375|526|0|0|0|1576|
HAN|STONINGTON|1-1|2|7|134|2|312|39|174|390|0|0|0|915|
HAN|SULLIVAN|1-1|2|6|136|1|235|54|274|338|0|0|0|901|
HAN|SURRY|1-1|2|7|133|1|477|63|447|376|0|0|0|1363|
HAN|SWANS ISLAND|1-1|2|7|134|3|63|26|128|97|0|1|0|315|
HAN|TREMONT|1-1|2|7|134|3|387|43|309|426|0|0|0|1165|
HAN|TRENTON|1-1|2|7|132|3|350|75|408|495|0|1|0|1329|
HAN|VERONA ISLAND|1-1|2|8|131|2|132|14|147|148|0|0|0|441|
HAN|WALTHAM|1-1|2|7|136|1|51|11|141|82|0|0|0|285|
HAN|WINTER HARBOR|1-1|2|6|136|1|121|19|181|163|0|0|0|484|
KEN|ALBION|1-1|2|16|79|3|336|55|542|523|0|0|0|1456|
KEN|AUGUSTA|1-1|1|15|85|1|195|21|126|183|0|0|0|525|
KEN|AUGUSTA|1-1|1|15|86|1|1082|97|817|929|0|0|0|2925|
KEN|AUGUSTA|2-1|1|15|85|1|1240|156|961|1176|0|0|0|3533|
KEN|AUGUSTA|3-1|1|15|86|1|1103|125|889|1187|0|0|0|3304|
KEN|AUGUSTA|4-1|1|15|80|1|338|54|327|386|0|0|0|1105|
KEN|AUGUSTA|4-1|1|15|85|1|940|110|741|935|0|0|0|2726|
KEN|BELGRADE|1-1|2|17|76|3|699|111|879|956|0|0|0|2645|
KEN|BENTON|1-1|2|16|78|3|138|17|157|143|0|0|0|455|
KEN|BENTON|1-1|2|16|79|3|359|75|501|558|0|0|0|1493|
